subject,predicate,object
Burn injury,classifies,"Burn of first degree of right lower leg, subsequent encounter"
Burn injury,classifies,"Corrosion of third degree of right wrist, subsequent encounter"
Burn injury,classifies,"Corrosion of unspecified degree of multiple left fingers (nail), including thumb, subsequent encounter"
Burn injury,classifies,"Corrosion of unspecified degree of multiple sites of unspecified wrist and hand, subsequent encounter"
Burn injury,classifies,"Corrosion of first degree of left wrist, sequela"
Burn injury,classifies,"Burn of first degree of unspecified site of right lower limb, except ankle and foot, initial encounter"
Burn injury,classifies,"Burn of second degree of unspecified lower leg, initial encounter"
Burn injury,classifies,"Burn of third degree of unspecified wrist, initial encounter"
Burn injury,classifies,"Burn of third degree of right wrist, initial encounter"
Burn injury,classifies,"Corrosion of second degree of single left finger (nail) except thumb, sequela"
Burn injury,classifies,"Burn of first degree of multiple sites of right lower limb, except ankle and foot, initial encounter"
Burn injury,classifies,"Corrosion of third degree of multiple left fingers (nail), including thumb, sequela"
Burn injury,classifies,"Corrosion of first degree of multiple sites of left wrist and hand, subsequent encounter"
Burn injury,classifies,"Corrosion of third degree of right thumb (nail), subsequent encounter"
Burn injury,classifies,"Corrosion of second degree of right wrist, initial encounter"
Burn injury,classifies,"Corrosion of second degree back of unspecified hand, subsequent encounter"
Burn injury,classifies,"Corrosion of first degree of right thumb (nail), sequela"
Burn injury,classifies,"Burn of third degree of back of right hand, subsequent encounter"
Burn injury,classifies,"Burn of second degree of unspecified site of unspecified lower limb, except ankle and foot, subsequent encounter"
Burn injury,classifies,"Burn of first degree of multiple sites of right lower limb, except ankle and foot, sequela"
Burn injury,classifies,"Corrosion of third degree of multiple sites of right wrist and hand, initial encounter"
Burn injury,classifies,"Corrosion of third degree of left palm, initial encounter"
Burn injury,classifies,"Burn of second degree of multiple sites of unspecified lower limb, except ankle and foot, subsequent encounter"
Burn injury,classifies,"Burn of second degree of unspecified lower leg, subsequent encounter"
Burn injury,classifies,"Burn of first degree of right lower leg, initial encounter"
Burn injury,classifies,"Corrosion of second degree back of left hand, initial encounter"
Burn injury,classifies,"Corrosion of third degree of single right finger (nail) except thumb, sequela"
Burn injury,classifies,"Corrosion of unspecified degree of unspecified hand, unspecified site, sequela"
Burn injury,classifies,"Corrosion of third degree of multiple right fingers (nail), not including thumb, initial encounter"
Burn injury,classifies,"Corrosion of second degree of multiple left fingers (nail), not including thumb, subsequent encounter"
Burn injury,classifies,"Burn of second degree of right knee, subsequent encounter"
Burn injury,classifies,"Corrosion of unspecified degree of left thumb (nail), initial encounter"
Burn injury,classifies,"Burn of first degree of unspecified knee, initial encounter"
Burn injury,classifies,"Corrosion of second degree of multiple sites of right wrist and hand, subsequent encounter"
Burn injury,classifies,"Corrosion of second degree of multiple left fingers (nail), including thumb, initial encounter"
Burn injury,classifies,"Corrosion of first degree of unspecified single finger (nail) except thumb, initial encounter"
Burn injury,classifies,"Corrosion of unspecified degree of multiple left fingers (nail), not including thumb, sequela"
Burn injury,classifies,"Corrosion of first degree of multiple sites of unspecified wrist and hand, sequela"
Burn injury,classifies,"Corrosion of third degree of multiple right fingers (nail), including thumb, subsequent encounter"
Burn injury,classifies,"Corrosion of third degree of left wrist, sequela"
Burn injury,classifies,"Corrosion of second degree of unspecified thumb (nail), subsequent encounter"
Burn injury,classifies,"Burn of unspecified degree of right lower leg, sequela"
Burn injury,classifies,"Corrosion of unspecified degree of right hand, unspecified site, initial encounter"
Burn injury,classifies,"Corrosion of second degree of unspecified palm, sequela"
Burn injury,classifies,"Corrosion of third degree of left hand, unspecified site, subsequent encounter"
Burn injury,classifies,"Burn of third degree of back of left hand, initial encounter"
Burn injury,classifies,"Corrosion of second degree of multiple sites of unspecified wrist and hand, initial encounter"
Burn injury,classifies,"Corrosion of unspecified degree of unspecified palm, subsequent encounter"
Burn injury,classifies,"Burn of second degree of multiple sites of left lower limb, except ankle and foot, initial encounter"
Burn injury,classifies,"Burn of second degree of left thigh, initial encounter"
Burn injury,classifies,"Corrosion of second degree of left wrist, sequela"
Burn injury,classifies,"Corrosion of second degree back of unspecified hand, sequela"
Burn injury,classifies,"Corrosion of first degree of multiple right fingers (nail), not including thumb, sequela"
Burn injury,classifies,"Corrosion of unspecified degree of right palm, subsequent encounter"
Burn injury,classifies,"Corrosion of third degree of single left finger (nail) except thumb, sequela"
Burn injury,classifies,"Corrosion of second degree of left thumb (nail), subsequent encounter"
Burn injury,classifies,"Burn of unspecified degree of unspecified lower leg, subsequent encounter"
Burn injury,classifies,"Burn of second degree of multiple sites of right lower limb, except ankle and foot, sequela"
Burn injury,classifies,"Corrosion of second degree of left thumb (nail), initial encounter"
Burn injury,classifies,"Corrosion of second degree back of right hand, sequela"
Burn injury,classifies,"Burn of unspecified degree of left knee, initial encounter"
Burn injury,classifies,"Corrosion of unspecified degree of left palm, subsequent encounter"
Burn injury,classifies,"Corrosion of first degree of multiple sites of left wrist and hand, initial encounter"
Burn injury,classifies,"Corrosion of unspecified degree of right palm, sequela"
Burn injury,classifies,"Corrosion of unspecified degree of multiple right fingers (nail), not including thumb, sequela"
Burn injury,classifies,"Corrosion of third degree of back of left hand, initial encounter"
Burn injury,classifies,"Corrosion of second degree of multiple right fingers (nail), not including thumb, subsequent encounter"
Burn injury,classifies,"Corrosion of second degree of right palm, initial encounter"
Burn injury,classifies,"Burn of third degree of unspecified site of left lower limb, except ankle and foot, subsequent encounter"
Burn injury,classifies,"Burn of third degree of multiple sites of left wrist and hand, initial encounter"
Burn injury,classifies,"Corrosion of unspecified degree of unspecified single finger (nail) except thumb, initial encounter"
Burn injury,classifies,"Corrosion of first degree of left hand, unspecified site, initial encounter"
Burn injury,classifies,"Corrosion of third degree of unspecified multiple fingers (nail), including thumb, initial encounter"
Burn injury,classifies,"Burn of unspecified degree of left knee, sequela"
Burn injury,classifies,"Corrosion of third degree of right hand, unspecified site, subsequent encounter"
Burn injury,classifies,"Corrosion of second degree of multiple left fingers (nail), not including thumb, sequela"
Burn injury,classifies,"Corrosion of first degree of left wrist, subsequent encounter"
Burn injury,classifies,"Corrosion of unspecified degree of multiple sites of left wrist and hand, sequela"
Burn injury,classifies,"Corrosion of unspecified degree of unspecified wrist, initial encounter"
Burn injury,classifies,"Corrosion of unspecified degree of back of left hand, sequela"
Burn injury,classifies,"Burn of third degree of multiple sites of left wrist and hand, subsequent encounter"
Burn injury,classifies,"Burn of third degree of multiple sites of unspecified wrist and hand, sequela"
Burn injury,classifies,"Corrosion of unspecified degree of multiple right fingers (nail), including thumb, sequela"
Burn injury,classifies,"Burn of first degree of unspecified thigh, initial encounter"
Burn injury,classifies,"Corrosion of unspecified degree of right hand, unspecified site, subsequent encounter"
Burn injury,classifies,"Corrosion of unspecified degree of left wrist, initial encounter"
Burn injury,classifies,"Burn of second degree of right knee, sequela"
Burn injury,classifies,"Burn of first degree of multiple sites of left lower limb, except ankle and foot, subsequent encounter"
Burn injury,classifies,"Corrosion of unspecified degree of back of right hand, sequela"
Burn injury,classifies,"Burn of first degree of multiple sites of left lower limb, except ankle and foot, sequela"
Burn injury,classifies,"Corrosion of first degree of right wrist, sequela"
Burn injury,classifies,"Corrosion of second degree of right wrist, sequela"
Burn injury,classifies,"Corrosion of third degree of unspecified wrist, subsequent encounter"
Burn injury,classifies,"Corrosion of second degree of single left finger (nail) except thumb, subsequent encounter"
Burn injury,classifies,"Corrosion of unspecified degree of multiple sites of left wrist and hand, initial encounter"
Burn injury,classifies,"Corrosion of first degree of multiple left fingers (nail), including thumb, subsequent encounter"
Burn injury,classifies,"Burn of third degree of unspecified site of unspecified lower limb, except ankle and foot, subsequent encounter"
Burn injury,classifies,"Burn of unspecified degree of unspecified thigh, sequela"
Burn injury,classifies,"Corrosion of unspecified degree of unspecified wrist, subsequent encounter"
Burn injury,classifies,"Corrosion of second degree of left thumb (nail), sequela"
Burn injury,classifies,"Corrosion of first degree of left hand, unspecified site, subsequent encounter"
Burn injury,classifies,"Burn of third degree of unspecified site of unspecified lower limb, except ankle and foot, initial encounter"
Burn injury,classifies,"Corrosion of second degree back of right hand, initial encounter"
Burn injury,classifies,"Corrosion of third degree of unspecified wrist, initial encounter"
Burn injury,classifies,"Burn of second degree of right lower leg, subsequent encounter"
Burn injury,classifies,"Corrosion of unspecified degree of right thumb (nail), subsequent encounter"
Burn injury,classifies,"Corrosion of second degree of unspecified multiple fingers (nail), not including thumb, subsequent encounter"
Burn injury,classifies,"Corrosion of first degree of right hand, unspecified site, subsequent encounter"
Burn injury,classifies,"Burn of first degree of multiple sites of right lower limb, except ankle and foot, subsequent encounter"
Burn injury,classifies,"Corrosion of unspecified degree of single right finger (nail) except thumb, initial encounter"
Burn injury,classifies,"Burn of unspecified degree of right thigh, initial encounter"
Burn injury,classifies,"Burn of second degree of unspecified site of left lower limb, except ankle and foot, sequela"
Burn injury,classifies,"Corrosion of unspecified degree of left thumb (nail), sequela"
Burn injury,classifies,"Corrosion of second degree of left wrist, initial encounter"
Burn injury,classifies,"Corrosion of third degree of unspecified hand, unspecified site, subsequent encounter"
Burn injury,classifies,"Corrosion of third degree of unspecified single finger (nail) except thumb, sequela"
Burn injury,classifies,"Corrosion of first degree of left palm, initial encounter"
Burn injury,classifies,"Corrosion of second degree back of unspecified hand, initial encounter"
Burn injury,classifies,"Corrosion of second degree back of right hand, subsequent encounter"
Burn injury,classifies,"Burn of third degree of unspecified wrist, subsequent encounter"
Burn injury,classifies,"Burn of third degree of back of unspecified hand, initial encounter"
Burn injury,classifies,"Burn of third degree of left wrist, subsequent encounter"
Burn injury,classifies,"Corrosion of unspecified degree of multiple left fingers (nail), including thumb, sequela"
Burn injury,classifies,"Corrosion of unspecified degree of left wrist, sequela"
Burn injury,classifies,"Corrosion of unspecified degree of back of right hand, initial encounter"
Burn injury,classifies,"Burn of first degree of left knee, sequela"
Burn injury,classifies,"Burn of second degree of multiple sites of left lower limb, except ankle and foot, sequela"
Burn injury,classifies,"Corrosion of first degree of left hand, unspecified site, sequela"
Burn injury,classifies,"Corrosion of first degree of left thumb (nail), initial encounter"
Burn injury,classifies,"Burn of third degree of unspecified palm, subsequent encounter"
Burn injury,classifies,"Corrosion of third degree of right wrist, initial encounter"
Burn injury,classifies,"Burn of first degree of right knee, initial encounter"
Burn injury,classifies,"Corrosion of second degree of multiple sites of left wrist and hand, sequela"
Burn injury,classifies,"Corrosion of first degree of unspecified hand, unspecified site, subsequent encounter"
Burn injury,classifies,"Corrosion of second degree of multiple sites of right wrist and hand, sequela"
Burn injury,classifies,"Corrosion of third degree of left palm, sequela"
Burn injury,classifies,"Corrosion of first degree of multiple left fingers (nail), including thumb, initial encounter"
Burn injury,classifies,"Burn of first degree of left knee, subsequent encounter"
Burn injury,classifies,"Corrosion of first degree of unspecified wrist, initial encounter"
Burn injury,classifies,"Corrosion of first degree of unspecified hand, unspecified site, sequela"
Burn injury,classifies,"Corrosion of second degree of single right finger (nail) except thumb, initial encounter"
Burn injury,classifies,"Corrosion of first degree of unspecified palm, initial encounter"
Burn injury,classifies,"Corrosion of unspecified degree of left thumb (nail), subsequent encounter"
Burn injury,classifies,"Corrosion of third degree of unspecified single finger (nail) except thumb, subsequent encounter"
Burn injury,classifies,"Corrosion of first degree of multiple left fingers (nail), including thumb, sequela"
Burn injury,classifies,"Burn of second degree of unspecified thigh, sequela"
Burn injury,classifies,"Burn of unspecified degree of multiple sites of right lower limb, except ankle and foot, sequela"
Burn injury,classifies,"Corrosion of first degree of unspecified hand, unspecified site, initial encounter"
Burn injury,classifies,"Burn of first degree of left lower leg, initial encounter"
Burn injury,classifies,"Corrosion of second degree of unspecified single finger (nail) except thumb, subsequent encounter"
Burn injury,classifies,"Corrosion of unspecified degree of multiple right fingers (nail), not including thumb, initial encounter"
Burn injury,classifies,"Corrosion of third degree of multiple sites of left wrist and hand, initial encounter"
Burn injury,classifies,"Corrosion of third degree of left wrist, initial encounter"
Burn injury,classifies,"Corrosion of second degree of right wrist, subsequent encounter"
Burn injury,classifies,"Burn of second degree of unspecified site of left lower limb, except ankle and foot, subsequent encounter"
Burn injury,classifies,"Burn of unspecified degree of right lower leg, initial encounter"
Burn injury,classifies,"Corrosion of third degree of left thumb (nail), subsequent encounter"
Burn injury,classifies,"Burn of second degree of unspecified knee, sequela"
Burn injury,classifies,"Burn of unspecified degree of unspecified site of unspecified lower limb, except ankle and foot, sequela"
Burn injury,classifies,"Burn of first degree of unspecified knee, sequela"
Burn injury,classifies,"Burn of second degree of left lower leg, initial encounter"
Burn injury,classifies,"Corrosion of first degree of single right finger (nail) except thumb, sequela"
Burn injury,classifies,"Corrosion of unspecified degree of unspecified thumb (nail), subsequent encounter"
Burn injury,classifies,"Corrosion of second degree of right thumb (nail), sequela"
Burn injury,classifies,"Corrosion of third degree of single right finger (nail) except thumb, initial encounter"
Burn injury,classifies,"Burn of first degree of unspecified site of unspecified lower limb, except ankle and foot, sequela"
Burn injury,classifies,"Corrosion of third degree of unspecified palm, subsequent encounter"
Burn injury,classifies,"Corrosion of unspecified degree of left hand, unspecified site, initial encounter"
Burn injury,classifies,"Corrosion of second degree of left palm, subsequent encounter"
Burn injury,classifies,"Corrosion of second degree of left hand, unspecified site, sequela"
Burn injury,classifies,"Burn of second degree of unspecified site of unspecified lower limb, except ankle and foot, sequela"
Burn injury,classifies,"Corrosion of unspecified degree of unspecified palm, sequela"
Burn injury,classifies,"Corrosion of unspecified degree of back of left hand, initial encounter"
Burn injury,classifies,"Corrosion of second degree of unspecified palm, subsequent encounter"
Burn injury,classifies,"Corrosion of first degree of unspecified palm, subsequent encounter"
Burn injury,classifies,"Burn of first degree of unspecified site of right lower limb, except ankle and foot, sequela"
Burn injury,classifies,"Corrosion of unspecified degree of single left finger (nail) except thumb, initial encounter"
Burn injury,classifies,"Burn of unspecified degree of unspecified lower leg, initial encounter"
Burn injury,classifies,"Burn of unspecified degree of multiple sites of unspecified lower limb, except ankle and foot, subsequent encounter"
Burn injury,classifies,"Corrosion of first degree of unspecified multiple fingers (nail), not including thumb, subsequent encounter"
Burn injury,classifies,"Corrosion of third degree of single left finger (nail) except thumb, subsequent encounter"
Burn injury,classifies,"Corrosion of first degree of left thumb (nail), sequela"
Burn injury,classifies,"Burn of second degree of left thigh, sequela"
Burn injury,classifies,"Corrosion of first degree of unspecified single finger (nail) except thumb, subsequent encounter"
Burn injury,classifies,"Burn of second degree of right thigh, subsequent encounter"
Burn injury,classifies,"Burn of second degree of right thigh, initial encounter"
Burn injury,classifies,"Corrosion of second degree of multiple sites of unspecified wrist and hand, sequela"
Burn injury,classifies,"Burn of unspecified degree of right thigh, subsequent encounter"
Burn injury,classifies,"Corrosion of second degree of single left finger (nail) except thumb, initial encounter"
Burn injury,classifies,"Corrosion of unspecified degree of unspecified thumb (nail), sequela"
Burn injury,classifies,"Corrosion of third degree of back of left hand, sequela"
Burn injury,classifies,"Corrosion of unspecified degree of multiple sites of left wrist and hand, subsequent encounter"
Burn injury,classifies,"Corrosion of third degree of unspecified multiple fingers (nail), including thumb, subsequent encounter"
Burn injury,classifies,"Burn of third degree of multiple sites of right wrist and hand, subsequent encounter"
Burn injury,classifies,"Corrosion of first degree of unspecified multiple fingers (nail), including thumb, subsequent encounter"
Burn injury,classifies,"Burn of second degree of multiple sites of right lower limb, except ankle and foot, subsequent encounter"
Burn injury,classifies,"Corrosion of third degree of back of left hand, subsequent encounter"
Burn injury,classifies,"Burn of first degree of multiple sites of left lower limb, except ankle and foot, initial encounter"
Burn injury,classifies,"Burn of unspecified degree of left thigh, initial encounter"
Burn injury,classifies,"Corrosion of second degree of unspecified hand, unspecified site, subsequent encounter"
Burn injury,classifies,"Corrosion of third degree of multiple sites of right wrist and hand, subsequent encounter"
Burn injury,classifies,"Burn of unspecified degree of unspecified knee, initial encounter"
Burn injury,classifies,"Burn of second degree of multiple sites of left wrist and hand, sequela"
Burn injury,classifies,"Corrosion of second degree of unspecified scapular region, initial encounter"
Burn injury,classifies,"Burn of unspecified degree of left wrist, sequela"
Burn injury,classifies,"Burn of first degree of right wrist, subsequent encounter"
Burn injury,classifies,"Corrosion of second degree of shoulder and upper limb, except wrist and hand, unspecified site, subsequent encounter"
Burn injury,classifies,"Corrosion of first degree of unspecified axilla, subsequent encounter"
Burn injury,classifies,"Burn of unspecified degree of back of left hand, subsequent encounter"
Burn injury,classifies,"Corrosion of third degree of right scapular region, subsequent encounter"
Burn injury,classifies,"Corrosion of second degree of unspecified elbow, initial encounter"
Burn injury,classifies,"Burn of third degree of single left finger (nail) except thumb, subsequent encounter"
Burn injury,classifies,"Burn of second degree of right hand, unspecified site, subsequent encounter"
Burn injury,classifies,"Burn of first degree of multiple left fingers (nail), not including thumb, sequela"
Burn injury,classifies,"Corrosion of first degree of unspecified elbow, sequela"
Burn injury,classifies,"Corrosion of first degree of unspecified scapular region, sequela"
Burn injury,classifies,"Burn of unspecified degree of left thumb (nail), sequela"
Burn injury,classifies,"Burn of first degree of multiple right fingers (nail), not including thumb, subsequent encounter"
Burn injury,classifies,"Burn of unspecified degree of unspecified hand, unspecified site, initial encounter"
Burn injury,classifies,"Burn of unspecified degree of multiple sites of right wrist and hand, sequela"
Burn injury,classifies,"Burn of first degree of left thumb (nail), subsequent encounter"
Burn injury,classifies,"Corrosion of second degree of left forearm, subsequent encounter"
Burn injury,classifies,"Burn of second degree of unspecified multiple fingers (nail), not including thumb, subsequent encounter"
Burn injury,classifies,"Burn of second degree of multiple right fingers (nail), not including thumb, initial encounter"
Burn injury,classifies,"Burn of unspecified degree of left palm, subsequent encounter"
Burn injury,classifies,"Corrosion of first degree of shoulder and upper limb, except wrist and hand unspecified site, subsequent encounter"
Burn injury,classifies,"Corrosion of unspecified degree of multiple sites of right shoulder and upper limb, except wrist and hand, initial encounter"
Burn injury,classifies,"Corrosion of second degree of multiple sites of right shoulder and upper limb, except wrist and hand, initial encounter"
Burn injury,classifies,"Burn of second degree of back of unspecified hand, subsequent encounter"
Burn injury,classifies,"Burn of second degree of multiple right fingers (nail), including thumb, subsequent encounter"
Burn injury,classifies,"Corrosion of first degree of right shoulder, subsequent encounter"
Burn injury,classifies,"Burn of first degree of left palm, subsequent encounter"
Burn injury,classifies,"Burn of third degree of multiple right fingers (nail), not including thumb, initial encounter"
Burn injury,classifies,"Burn of first degree of unspecified hand, unspecified site, subsequent encounter"
Burn injury,classifies,"Corrosion of third degree of unspecified forearm, initial encounter"
Burn injury,classifies,"Corrosion of third degree of unspecified shoulder, sequela"
Burn injury,classifies,"Burn of first degree of unspecified hand, unspecified site, sequela"
Burn injury,classifies,"Burn of third degree of unspecified multiple fingers (nail), including thumb, subsequent encounter"
Burn injury,classifies,"Burn of second degree of multiple sites of right wrist and hand, sequela"
Burn injury,classifies,"Corrosion of third degree of right scapular region, initial encounter"
Burn injury,classifies,"Corrosion of third degree of multiple sites of right shoulder and upper limb, except wrist and hand, subsequent encounter"
Burn injury,classifies,"Corrosion of third degree of right axilla, subsequent encounter"
Burn injury,classifies,"Corrosion of first degree of left elbow, initial encounter"
Burn injury,classifies,"Burn of third degree of single right finger (nail) except thumb, sequela"
Burn injury,classifies,"Corrosion of second degree of unspecified scapular region, subsequent encounter"
Burn injury,classifies,"Burn of second degree of back of left hand, sequela"
Burn injury,classifies,"Corrosion of unspecified degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, initial encounter"
Burn injury,classifies,"Burn of unspecified degree of multiple right fingers (nail), not including thumb, subsequent encounter"
Burn injury,classifies,"Burn of unspecified degree of unspecified multiple fingers (nail), including thumb, initial encounter"
Burn injury,classifies,"Corrosion of first degree of right forearm, initial encounter"
Burn injury,classifies,"Burn of third degree of unspecified multiple fingers (nail), including thumb, sequela"
Burn injury,classifies,"Corrosion of second degree of unspecified forearm, initial encounter"
Burn injury,classifies,"Corrosion of second degree of right axilla, sequela"
Burn injury,classifies,"Corrosion of first degree of unspecified shoulder, sequela"
Burn injury,classifies,"Burn of second degree of back of unspecified hand, initial encounter"
Burn injury,classifies,"Burn of second degree of right thumb (nail), sequela"
Burn injury,classifies,"Burn of unspecified degree of multiple right fingers (nail), including thumb, subsequent encounter"
Burn injury,classifies,"Burn of unspecified degree of unspecified thumb (nail), subsequent encounter"
Burn injury,classifies,"Corrosion of second degree of shoulder and upper limb, except wrist and hand, unspecified site, initial encounter"
Burn injury,classifies,"Corrosion of third degree of left elbow, sequela"
Burn injury,classifies,"Burn of second degree of unspecified palm, initial encounter"
Burn injury,classifies,"Corrosion of second degree of left forearm, sequela"
Burn injury,classifies,"Burn of second degree of multiple left fingers (nail), including thumb, subsequent encounter"
Burn injury,classifies,"Burn of first degree of multiple left fingers (nail), including thumb, subsequent encounter"
Burn injury,classifies,"Burn of second degree of right palm, initial encounter"
Burn injury,classifies,"Burn of first degree of back of right hand, subsequent encounter"
Burn injury,classifies,"Burn of first degree of multiple left fingers (nail), not including thumb, subsequent encounter"
Burn injury,classifies,"Corrosion of first degree of multiple sites of right shoulder and upper limb, except wrist and hand, sequela"
Burn injury,classifies,"Corrosion of third degree of multiple sites of left shoulder and upper limb, except wrist and hand, subsequent encounter"
Burn injury,classifies,"Corrosion of second degree of multiple sites of left shoulder and upper limb, except wrist and hand, initial encounter"
Burn injury,classifies,"Corrosion of first degree of unspecified upper arm, sequela"
Burn injury,classifies,"Burn of unspecified degree of back of left hand, sequela"
Burn injury,classifies,"Corrosion of third degree of unspecified elbow, subsequent encounter"
Burn injury,classifies,"Burn of second degree of unspecified hand, unspecified site, initial encounter"
Burn injury,classifies,"Corrosion of first degree of multiple sites of left shoulder and upper limb, except wrist and hand, sequela"
Burn injury,classifies,"Corrosion of third degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, initial encounter"
Burn injury,classifies,"Burn of second degree of left thumb (nail), initial encounter"
Burn injury,classifies,"Burn of second degree of multiple left fingers (nail), including thumb, sequela"
Burn injury,classifies,"Burn of second degree of single left finger (nail) except thumb, sequela"
Burn injury,classifies,"Burn of first degree of unspecified wrist, subsequent encounter"
Burn injury,classifies,"Burn of third degree of multiple left fingers (nail), including thumb, subsequent encounter"
Burn injury,classifies,"Corrosion of third degree of unspecified upper arm, initial encounter"
Burn injury,classifies,"Corrosion of third degree of left shoulder, sequela"
Burn injury,classifies,"Corrosion of third degree of right elbow, subsequent encounter"
Burn injury,classifies,"Corrosion of third degree of left shoulder, subsequent encounter"
Burn injury,classifies,"Corrosion of first degree of unspecified shoulder, subsequent encounter"
Burn injury,classifies,"Corrosion of second degree of unspecified shoulder, subsequent encounter"
Burn injury,classifies,"Corrosion of third degree of unspecified forearm, subsequent encounter"
Burn injury,classifies,"Burn of unspecified degree of right wrist, subsequent encounter"
Burn injury,classifies,"Burn of second degree of unspecified multiple fingers (nail), not including thumb, initial encounter"
Burn injury,classifies,"Burn of unspecified degree of single right finger (nail) except thumb, sequela"
Burn injury,classifies,"Corrosion of first degree of left axilla, subsequent encounter"
Burn injury,classifies,"Burn of first degree of multiple right fingers (nail), including thumb, initial encounter"
Burn injury,classifies,"Burn of second degree of unspecified single finger (nail) except thumb, subsequent encounter"
Burn injury,classifies,"Burn of first degree of unspecified wrist, initial encounter"
Burn injury,classifies,"Burn of first degree of right wrist, sequela"
Burn injury,classifies,"Corrosion of first degree of right scapular region, subsequent encounter"
Burn injury,classifies,"Burn of first degree of unspecified palm, subsequent encounter"
Burn injury,classifies,"Corrosion of unspecified degree of multiple sites of right shoulder and upper limb, except wrist and hand, subsequent encounter"
Burn injury,classifies,"Burn of third degree of multiple left fingers (nail), not including thumb, initial encounter"
Burn injury,classifies,"Burn of third degree of multiple left fingers (nail), including thumb, initial encounter"
Burn injury,classifies,"Burn of first degree of unspecified single finger (nail) except thumb, initial encounter"
Burn injury,classifies,"Burn of first degree of multiple sites of left wrist and hand, initial encounter"
Burn injury,classifies,"Burn of unspecified degree of unspecified thumb (nail), initial encounter"
Burn injury,classifies,"Corrosion of second degree of left axilla, sequela"
Burn injury,classifies,"Corrosion of second degree of right elbow, initial encounter"
Burn injury,classifies,"Burn of unspecified degree of unspecified single finger (nail) except thumb, subsequent encounter"
Burn injury,classifies,"Corrosion of first degree of left scapular region, sequela"
Burn injury,classifies,"Burn of unspecified degree of multiple right fingers (nail), not including thumb, sequela"
Burn injury,classifies,"Corrosion of first degree of left elbow, subsequent encounter"
Burn injury,classifies,"Burn of second degree of unspecified multiple fingers (nail), including thumb, sequela"
Burn injury,classifies,"Corrosion of third degree of left upper arm, sequela"
Burn injury,classifies,"Corrosion of third degree of unspecified upper arm, sequela"
Burn injury,classifies,"Burn of second degree of multiple sites of right wrist and hand, initial encounter"
Burn injury,classifies,"Burn of first degree of back of right hand, sequela"
Burn injury,classifies,"Burn of first degree of left hand, unspecified site, sequela"
Burn injury,classifies,"Corrosion of first degree of left forearm, sequela"
Burn injury,classifies,"Corrosion of first degree of left scapular region, subsequent encounter"
Burn injury,classifies,"Burn of first degree of single right finger (nail) except thumb, sequela"
Burn injury,classifies,"Burn of unspecified degree of unspecified multiple fingers (nail), not including thumb, initial encounter"
Burn injury,classifies,"Corrosion of first degree of unspecified axilla, initial encounter"
Burn injury,classifies,"Corrosion of first degree of left axilla, sequela"
Burn injury,classifies,"Burn of third degree of right palm, subsequent encounter"
Burn injury,classifies,"Burn of unspecified degree of multiple right fingers (nail), not including thumb, initial encounter"
Burn injury,classifies,"Corrosion of second degree of multiple sites of left shoulder and upper limb, except wrist and hand, subsequent encounter"
Burn injury,classifies,"Corrosion of second degree of unspecified axilla, sequela"
Burn injury,classifies,"Burn of second degree of unspecified thumb (nail), sequela"
Burn injury,classifies,"Burn of second degree of single right finger (nail) except thumb, sequela"
Burn injury,classifies,"Burn of first degree of left wrist, subsequent encounter"
Burn injury,classifies,"Corrosion of third degree of left axilla, sequela"
Burn injury,classifies,"Corrosion of third degree of right axilla, sequela"
Burn injury,classifies,"Burn of first degree of back of unspecified hand, subsequent encounter"
Burn injury,classifies,"Burn of unspecified degree of unspecified single finger (nail) except thumb, initial encounter"
Burn injury,classifies,"Corrosion of third degree of multiple sites of right shoulder and upper limb, except wrist and hand, initial encounter"
Burn injury,classifies,"Corrosion of second degree of right axilla, subsequent encounter"
Burn injury,classifies,"Burn of third degree of right thumb (nail), sequela"
Burn injury,classifies,"Corrosion of third degree of right scapular region, sequela"
Burn injury,classifies,"Burn of first degree of back of unspecified hand, initial encounter"
Burn injury,classifies,"Corrosion of third degree of right upper arm, subsequent encounter"
Burn injury,classifies,"Burn of unspecified degree of right hand, unspecified site, initial encounter"
Burn injury,classifies,"Corrosion of second degree of right forearm, sequela"
Burn injury,classifies,"Corrosion of first degree of right upper arm, sequela"
Burn injury,classifies,"Corrosion of second degree of multiple sites of right shoulder and upper limb, except wrist and hand, sequela"
Burn injury,classifies,"Burn of unspecified degree of unspecified multiple fingers (nail), not including thumb, sequela"
Burn injury,classifies,"Burn of unspecified degree of single right finger (nail) except thumb, subsequent encounter"
Burn injury,classifies,"Burn of second degree of left wrist, subsequent encounter"
Burn injury,classifies,"Corrosion of first degree of unspecified axilla, sequela"
Burn injury,classifies,"Burn of second degree of multiple right fingers (nail), not including thumb, sequela"
Burn injury,classifies,"Corrosion of third degree of left scapular region, initial encounter"
Burn injury,classifies,"Corrosion of second degree of right shoulder, subsequent encounter"
Burn injury,classifies,"Burn of third degree of multiple right fingers (nail), not including thumb, subsequent encounter"
Burn injury,classifies,"Burn of third degree of unspecified thumb (nail), sequela"
Burn injury,classifies,"Burn of first degree of unspecified hand, unspecified site, initial encounter"
Burn injury,classifies,"Corrosion of second degree of right elbow, subsequent encounter"
Burn injury,classifies,"Burn of second degree of right wrist, initial encounter"
Burn injury,classifies,"Burn of unspecified degree of left wrist, subsequent encounter"
Burn injury,classifies,"Burn of third degree of left hand, unspecified site, sequela"
