subject,predicate,object
Arthritis,cdrh_parent_of,Arthropathy
Arthritis,possibly_equivalent_to,(Arthropathy NOS) or (arthritis)
Arthritis,possibly_equivalent_to,Polyarthropathy (& [inflammatory]) NOS
Arthritis,has_manifestation,"POLYARTERITIS NODOSA, CHILDHOOD-ONSET"
Arthritis,has_manifestation,"Necrotizing Encephalomyelopathy, Subacute, of Leigh, Adult"
Arthritis,has_manifestation,"IMMUNODEFICIENCY, COMMON VARIABLE, 8, WITH AUTOIMMUNITY"
Arthritis,has_manifestation,Complement Factor I (C3 inactivator) deficiency
Arthritis,has_manifestation,Roifman-Chitayat Syndrome
Arthritis,has_manifestation,"LEUKOENCEPHALOPATHY, ARTHRITIS, COLITIS, AND HYPOGAMMAGLOBULINEMA"
Arthritis,has_manifestation,"HEMOCHROMATOSIS, TYPE 2A"
Arthritis,has_manifestation,"Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Negative, NK Cell-Positive"
Arthritis,has_manifestation,"Spondyloepiphyseal Dysplasia Tarda, Autosomal Dominant"
Arthritis,has_manifestation,"HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 1"
Arthritis,has_manifestation,"AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE"
Arthritis,has_manifestation,"HEMOCHROMATOSIS, TYPE 3"
Arthritis,has_manifestation,"DEAFNESS, AUTOSOMAL DOMINANT 34, WITH OR WITHOUT INFLAMMATION"
Arthritis,has_manifestation,Farber Lipogranulomatosis
Arthritis,has_manifestation,Sitosterolemia
Arthritis,has_manifestation,"Lupus Erythematosus, Systemic"
Arthritis,has_manifestation,Hyperimmunoglobulinemia D
Arthritis,has_associated_finding,Family history of arthritis
Arthritis,has_associated_finding,H/O: arthritis
Arthritis,has_associated_finding,Suspected inflammatory arthritis
Arthritis,has_cdrh_parent,Rheumatoid Arthritis
Arthritis,has_member,Physical & Psychosomatic Disorders (PsycINFO Subcluster Term)
Arthritis,has_member,Arthritis (SMQ)
Arthritis,has_member,Systemic lupus erythematosus (SMQ)
Arthritis,related_to,Juvenile rheumatoid arthritis
Arthritis,related_to,Sjogrens Syndrome
Arthritis,related_to,Rheumatoid Arthritis
Arthritis,related_to,"Arthritis, Infectious"
Arthritis,related_to,"Arthritis, Psoriatic"
Arthritis,related_to,Fibromyalgia
Arthritis,related_to,Arthropathy
Arthritis,related_to,Gout
Arthritis,related_to,Degenerative polyarthritis
Arthritis,primary_mapped_to,Arthropathy
Arthritis,use,rheumatoidlike arthritis
Arthritis,use,Rheumatism
Arthritis,use,Periarthritis
Pain Measurement,subset_includes_concept,CTRP Intervention Terminology
Pain Measurement,inverse_isa,Medical Examination
Pain Measurement,has_focus,home care visit for pain assessment
Pain Measurement,measures,Pain assessment:Prid:Pt:Cancer.XXX:Nom
Pain Measurement,measures,Pain Assessment:Imp:Pt:^Patient:Ord
Pain Measurement,has_member,Perceptual Measures (PsycINFO Subcluster Term)
Pain Measurement,has_member,Diagnosis (PsycINFO Subcluster Term)
Pain Measurement,classifies,Physical therapy
Pain Measurement,classifies,Diagnostic physical therapy procedure
Atypical chest pain,inverse_isa,Chest Pain
Atypical chest pain,has_manifestation,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 18"
Stomach ache,inverse_isa,Gastrointestinal Pain
Stomach ache,inverse_isa,"special symptoms or syndromes, not elsewhere classified in MEDCIN"
Stomach ache,evaluation_of,Stomach pain:Find:Pt:^Patient:Ord:MDS
Stomach ache,mapped_from,Upper abdominal pain
Stomach ache,mapped_from,Epigastric pain
Stomach ache,associated_with,anxiety with stomach discomfort
Stomach ache,possibly_equivalent_to,Dyspepsia
Stomach ache,has_manifestation,Spinocerebellar ataxia 25
Stomach ache,has_member,Gastrointestinal nonspecific symptoms and therapeutic procedures (SMQ)
Stomach ache,has_member,Retroperitoneal fibrosis (SMQ)
Stomach ache,has_member,Acute pancreatitis (SMQ)
Stomach ache,classifies,Upper abdominal pain
Stomach ache,classifies,Abdominal Pain
Bladder pain,inverse_isa,Urinary symptoms
Bladder pain,inverse_isa,Urinary Tract Pain
Bladder pain,mapped_from,Other and unspecified symptoms and signs involving the urinary system
Bladder pain,mapped_from,Bladder symptom/complaint other
Blepharospasm,subset_includes_concept,Pediatric Terminology
Blepharospasm,subset_includes_concept,Pediatric Adverse Events Terminology
Blepharospasm,inverse_isa,focal torsion dystonia
Blepharospasm,inverse_isa,examination of eyelids
Blepharospasm,inverse_isa,General visual observation
Blepharospasm,inverse_isa,Abnormal eyelid morphology
Blepharospasm,inverse_isa,Craniofacial dystonia
Blepharospasm,nichd_parent_of,Disorder of eye
Blepharospasm,mapped_from,other neurological disorders
Blepharospasm,possibly_equivalent_to,(Extrapyramidal disease NOS) or (blepharospasm) or (choreo-athetosis) or (writers cramp - organic) or (myoclonic jerks) or (spasmodic torticollis)
Blepharospasm,has_manifestation,"DYSTONIA 2, TORSION, AUTOSOMAL RECESSIVE (disorder)"
Blepharospasm,has_manifestation,"DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT"
Blepharospasm,has_manifestation,Ceruloplasmin deficiency
Blepharospasm,has_manifestation,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 29"
Blepharospasm,has_manifestation,"EPILEPSY, MYOCLONIC, BENIGN ADULT FAMILIAL, TYPE 2"
Blepharospasm,has_manifestation,"DYSTONIA 26, MYOCLONIC"
Blepharospasm,has_manifestation,Neuroferritinopathy
Blepharospasm,has_manifestation,"DYSTONIA 13, TORSION"
Blepharospasm,has_manifestation,"DYSTONIA 7, TORSION (disorder)"
Blepharospasm,has_manifestation,DYSTONIA 21
Blepharospasm,has_manifestation,Hallervorden-Spatz Syndrome
Blepharospasm,has_member,Dystonia (SMQ)
Blepharospasm,has_member,Periorbital and eyelid disorders (SMQ)
Blepharospasm,has_member,Ocular motility disorders (SMQ)
Blepharospasm,classifies,Other and unspecified hereditary and degenerative nervous conditions
Blepharospasm,classifies,Hereditary and degenerative nervous system conditions
Blepharospasm,classifies,Other hereditary and degenerative nervous system conditions
Burns classified according to percentage of body surface involved,has_member,Accidents and injuries (SMQ)
Burns classified according to percentage of body surface involved,classifies,Thermal burn
Bronchospasm,subset_includes_concept,FDA Center For Devices and Radiological Health Terminology
Bronchospasm,subset_includes_concept,Patient Problem Codes FDA CDRH
Bronchospasm,subset_includes_concept,Pediatric Terminology
Bronchospasm,subset_includes_concept,Pediatric Adverse Events Terminology
Bronchospasm,inverse_isa,respiratory obstructive disorders
Bronchospasm,inverse_isa,Non-Neoplastic Lung Disorder
Bronchospasm,inverse_isa,Abnormal bronchus physiology
Bronchospasm,has_focus,pulmonary stress testing for bronchospasm
Bronchospasm,has_definitional_manifestation,Acute bronchitis with bronchospasm
Bronchospasm,has_definitional_manifestation,bronchospasm due to contrast material
Bronchospasm,nichd_parent_of,Respiratory System Finding
Bronchospasm,mapped_from,Other respiratory system diseases
Bronchospasm,mapped_from,"Diseases of bronchus, not elsewhere classified"
Bronchospasm,cdrh_parent_of,Patient Problem Codes FDA CDRH
Bronchospasm,possibly_equivalent_to,O/E: [rhonchi present] or [bronchospasm] or [rhonchi]
Bronchospasm,has_manifestation,Sudden Infant Death with Dysgenesis of the Testes Syndrome
Bronchospasm,has_member,Anaphylactic reaction (SMQ)
Bronchospasm,has_member,Hypersensitivity (SMQ)
Bronchospasm,has_member,Eosinophilic pneumonia (SMQ)
Bronchospasm,has_member,Asthma/bronchospasm (SMQ)
Bronchospasm,has_defining_characteristic,Latex allergy reaction
Burn of the lower limb,inverse_isa,Burn injury
Burn of the lower limb,mapped_from,Scalding injury
Burn of the lower limb,mapped_from,"Burn of unspecified degree of hip and lower limb, except ankle and foot"
Burn of the lower limb,possibly_equivalent_to,Burn leg/foot NOS
Burn of the lower limb,possibly_equivalent_to,Second degree burn of lower limb
Burn of the lower limb,possibly_equivalent_to,Third degree burn of lower limb
Burn of the lower limb,has_member,Accidents and injuries (SMQ)
Burn of the lower limb,classifies,Thermal burn
Head burn,inverse_isa,Burn injury
Head burn,mapped_from,Burn of unspecified degree of head and neck
Head burn,mapped_from,Scalding injury
Head burn,possibly_equivalent_to,"Burn of face, head AND/OR neck"
Burning sensation,subset_includes_concept,Patient Problem Codes FDA CDRH
Burning sensation,subset_includes_concept,FDA Center For Devices and Radiological Health Terminology
Burning sensation,inverse_isa,Sensory Manifestations
Burning sensation,mapped_from,Other and unspecified disturbances of skin sensation
Burning sensation,mapped_from,Pain/tenderness of skin
Burning sensation,cdrh_parent_of,Patient Problem Codes FDA CDRH
Burning sensation,possibly_equivalent_to,Sensation of burning or prickling of skin
Burning sensation,has_manifestation,"PROTOPORPHYRIA, ERYTHROPOIETIC, 1"
Burning sensation,has_member,Peripheral neuropathy (SMQ)
Burning feet,has_member,Peripheral neuropathy (SMQ)
Burning feet,classifies,Burning sensation
"Pain, Burning",inverse_isa,Pain
"Pain, Burning",inverse_isa,Pain character
"Pain, Burning",associated_with,burning abdominal pain
"Pain, Burning",classifies,Pain
Cardiac pain,mapped_from,Pressure/tightness of heart
Cardiac pain,mapped_from,Precordial pain
Cardiac pain,has_member,Other ischaemic heart disease (SMQ)
Cardiac pain,classifies,Angina Pectoris
Central abdominal pain,has_member,Retroperitoneal fibrosis (SMQ)
Central abdominal pain,has_member,Acute pancreatitis (SMQ)
Central abdominal pain,has_member,Gastrointestinal nonspecific symptoms and therapeutic procedures (SMQ)
Central abdominal pain,classifies,Abdominal Pain
Chest Pain,subset_includes_concept,Patient Problem Codes FDA CDRH
Chest Pain,subset_includes_concept,Pediatric Terminology
Chest Pain,subset_includes_concept,FDA Center For Devices and Radiological Health Terminology
Chest Pain,subset_includes_concept,Pediatric Adverse Events Terminology
Chest Pain,inverse_isa,Coronary Artery Disease
Chest Pain,inverse_isa,Abnormality of the thorax
Chest Pain,inverse_isa,Cardiovascular symptoms
Chest Pain,inverse_isa,Pain
Chest Pain,has_focus,Assessment of chest pain
Chest Pain,has_focus,patient engagement: chest pain
Chest Pain,nichd_parent_of,Sign or Symptom
Chest Pain,associated_with,electrocardiogram: PR segment depressed during chest pain only
Chest Pain,associated_with,anxiety with chest pain or discomfort
Chest Pain,associated_with,electrocardiogram: PR segment elevated during chest pain only
Chest Pain,cdrh_parent_of,Pain
Chest Pain,possibly_equivalent_to,[D](Chest pain: (unspecified) or (retrosternal))
Chest Pain,has_manifestation,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 10"
Chest Pain,has_manifestation,"Cardiomyopathy, Familial Hypertrophic, 13"
Chest Pain,has_manifestation,"PULMONARY ALVEOLAR PROTEINOSIS, ACQUIRED"
Chest Pain,has_manifestation,Yao syndrome
Chest Pain,has_manifestation,"Familial Mediterranean Fever, Autosomal Dominant"
Chest Pain,has_associated_finding,Esophageal balloon distension provocation study
Chest Pain,has_associated_finding,History of chest pain
Chest Pain,has_associated_finding,Chest pain not present
Chest Pain,measures,Chest pain:Finding:Point in time:^Patient:Ordinal
Chest Pain,has_member,Cardiomyopathy (SMQ)
Chest Pain,has_member,Gastrointestinal nonspecific symptoms and therapeutic procedures (SMQ)
Chest Pain,classifies,Heart Diseases
Chest Pain,related_to,Heartburn
Chest Pain,related_to,Angina Pectoris
Chest Pain,related_to,Pain
Chest Pain,related_to,Thoracic Injuries
Chest Pain,has_defining_characteristic,Autonomic Dysreflexia
Chest pain at rest,inverse_isa,factors initiating chest pain
Pyrophosphate arthritis,possibly_equivalent_to,(Musculoskeletal NOS: [disease] or [disorder]) or (chondrocalcinosis) or (pseudogout)
Pyrophosphate arthritis,possibly_equivalent_to,(Crystal: [arthropathies] or [arthritis] or [synovitis]) or (chondrocalcinosis) or (pseudogout)
Pyrophosphate arthritis,has_member,Arthritis (SMQ)
Pyrophosphate arthritis,classifies,Calcium pyrophosphate deposition disease
Chronic pain syndrome,inverse_isa,other psychiatric disorders
Chronic pain syndrome,classifies,Other disorders of nervous system
Chronic pain syndrome,related_factor_of,To be developed
Chronic pain syndrome,defining_characteristic_of,Stress overload (finding)
Chronic pain syndrome,defining_characteristic_of,Impaired mood regulation
Chronic pain syndrome,defining_characteristic_of,Fatigue
Chronic pain syndrome,defining_characteristic_of,Sleeplessness
Chronic pain syndrome,defining_characteristic_of,Constipation
Chronic pain syndrome,defining_characteristic_of,Deficient knowledge
Chronic pain syndrome,defining_characteristic_of,Obesity
Chronic pain syndrome,defining_characteristic_of,Impaired mobility
Chronic pain syndrome,defining_characteristic_of,Sleep pattern disturbance
Chronic pain syndrome,defining_characteristic_of,Social isolation
Chronic pain syndrome,defining_characteristic_of,Fear (Mental Process)
Chronic pain syndrome,defining_characteristic_of,Anxiety
Chronic abdominal pain,inverse_isa,pattern of occurrence of abdominal pain
Chronic abdominal pain,has_member,Acute pancreatitis (SMQ)
Chronic abdominal pain,has_member,Gastrointestinal nonspecific symptoms and therapeutic procedures (SMQ)
Chronic abdominal pain,has_member,Retroperitoneal fibrosis (SMQ)
Chronic abdominal pain,classifies,Abdominal Pain
Chronic back pain,has_member,Retroperitoneal fibrosis (SMQ)
Chronic back pain,classifies,Back Pain
Chronic low back pain,inverse_isa,Low Back Pain
Chronic pain,subset_includes_concept,Pediatric Adverse Events Terminology
Chronic pain,subset_includes_concept,Pediatric Terminology
Chronic pain,inverse_isa,Comfort alteration
Chronic pain,inverse_isa,Pain
Chronic pain,inverse_isa,Pain Disorder
Chronic pain,due_to,Psychosocial dysfunction due to chronic pain
Chronic pain,has_focus,Chronic pain control
Chronic pain,has_definitional_manifestation,Fibromyalgia
Chronic pain,has_definitional_manifestation,Post-mastectomy chronic pain syndrome
Chronic pain,has_definitional_manifestation,"Fibromyalgia, Primary"
Chronic pain,nichd_parent_of,Pain
Chronic pain,evaluation_of,Chronic pain:Find:Pt:^Patient:Ord:Observed.CCC
Chronic pain,has_risk_factor,At risk for suicide
Chronic pain,mapped_from,Other chronic pain
Chronic pain,mapped_from,General symptom/complaint other
Chronic pain,associated_with,recent emotional stress from chronic pain
Chronic pain,actual_outcome_of,Worse
Chronic pain,actual_outcome_of,Improved
Chronic pain,actual_outcome_of,Stabilized (qualifier value)
Chronic pain,has_manifestation,Adiposis Dolorosa
Chronic pain,has_manifestation,Machado-Joseph Disease
Chronic pain,expected_outcome_of,Worse
Chronic pain,expected_outcome_of,Stabilized (qualifier value)
Chronic pain,expected_outcome_of,Improved
Chronic pain,measures,Assessment of Patient Status Related to Chronic Pain
Chronic pain,has_member,Neurological Disorders (PsycINFO Subcluster Term)
Chronic pain,has_member,Symptomatology (PsycINFO Subcluster Term)
Chronic pain,has_member,Physical & Psychosomatic Disorders (PsycINFO Subcluster Term)
Chronic pain,classifies,Pain
Chronic pain,related_to,Analgesics
Chronic pain,related_to,Pain
Chronic pain,related_to,Coping with Chronic Illness
Chronic pain,related_factor_of,Compression injury of nerve
Chronic pain,related_factor_of,Altered sexuality patterns
Chronic pain,related_factor_of,Prolonged computer use
Chronic pain,related_factor_of,Fatigue
Chronic pain,related_factor_of,Malnutrition
Chronic pain,related_factor_of,Emotional distress
Chronic pain,related_factor_of,Whole-body vibration
Chronic pain,related_factor_of,Increased body mass index
Chronic pain,related_factor_of,Injury agent
Chronic pain,related_factor_of,Alteration in sleep pattern
Chronic pain,related_factor_of,Repeated handling of heavy loads
Chronic pain,related_factor_of,Social isolation
Chronic pain,defining_characteristic_of,Alteration in ability to continue previous activities
Chronic pain,defining_characteristic_of,Self-focused
Chronic pain,defining_characteristic_of,Alteration in sleep pattern
Chronic pain,defining_characteristic_of,Anorexia
Chronic pain,defining_characteristic_of,Proxy report of pain behavior/activity changes
Chronic pain,defining_characteristic_of,Evidence of pain using standardized pain behavior checklist for those unable to communicate verbally
Chronic pain,defining_characteristic_of,Facial expression of pain
Chronic pain,defining_characteristic_of,Self-report of pain characteristics using standardized pain instrument
Chronic pain,defining_characteristic_of,Self-report of intensity using standardized pain scale
Intermittent Claudication,inverse_isa,Abnormal arterial physiology
Intermittent Claudication,inverse_isa,Vascular Diseases
Intermittent Claudication,has_definitional_manifestation,Monckebergs arteriosclerosis with intermittent claudication
Intermittent Claudication,has_definitional_manifestation,atherosclerosis of extremity with intermittent claudication
Intermittent Claudication,mapped_from,Peripheral Vascular Diseases
Intermittent Claudication,mapped_from,Atherosclerosis/peripheral vascular disease
Intermittent Claudication,associated_with,cardiovascular surgery result: claudications less severe
Intermittent Claudication,associated_with,atherosclerosis extremities with intermittent claudication with gangrene
Intermittent Claudication,associated_with,atherosclerosis of other type of bypass graft of extremities with intermittent claudication
Intermittent Claudication,associated_with,atherosclerosis of nonbiological bypass graft of extremities with intermittent claudication
Intermittent Claudication,associated_with,atherosclerosis of nonautologous bypass graft of extremities with intermittent claudication
Intermittent Claudication,associated_with,atherosclerosis extremities with intermittent claudication without gangrene
Intermittent Claudication,associated_with,atherosclerosis of an autologous bypass graft of extremities with intermittent claudication
Intermittent Claudication,associated_with,atherosclerosis of bypass graft of extremities with intermittent claudication
Intermittent Claudication,associated_with,cardiovascular surgery result: claudications more severe
Intermittent Claudication,has_manifestation,"Primary hyperoxaluria, type I"
Intermittent Claudication,has_associated_finding,History of claudication
Intermittent Claudication,has_member,Arthritis (SMQ)
Intermittent Claudication,classifies,Neurogenic arthropathy
Intermittent Claudication,has_defining_characteristic,Ineffective peripheral tissue perfusion
C/O: a pain,possibly_equivalent_to,(Pain) or (C/O: [ache] or [pain])
Pain management,subset_includes_concept,CTRP Intervention Terminology
Pain management,inverse_isa,basic management procedures and services
Pain management,inverse_isa,Supportive care
Pain management,inverse_isa,Taking vital signs
Pain management,has_focus,pain management by positioning
Pain management,has_focus,Education on non-opioid pain medication
Pain management,has_focus,pain management by thermal techniques cold therapy
Pain management,has_focus,pain management by thermal techniques heat therapy
Pain management,has_focus,pain management by inattention music therapy
Pain management,has_focus,"Pain Management Profile (13 drugs), urine"
Pain management,has_focus,home care visit for pain management
Pain management,has_focus,Control of phantom sensation technique
Pain management,has_focus,pain management by inattention aromatherapy
Pain management,has_focus,pain care plan documented
Pain management,has_focus,home care visit pain management epidural infusion of analgesic
Pain management,has_focus,home care visit for pain management additional hour
Pain management,has_focus,pain management by inattention talk therapy
Pain management,has_focus,home care visit pain management IV infusion of analgesic
Pain management,has_focus,home care visit pain management subcutaneous injection of analgesic
Pain management,has_focus,Pain management education
Pain management,has_focus,Pain control techniques education
Pain management,has_focus,pain management by massage
Pain management,has_focus,home care visit pain management intrathecal injection of analgesic
Pain management,has_focus,Evaluation of response to pain management interventions
Pain management,evaluation_of,Pain management:-:Point in time:^Patient:-
Pain management,mapped_from,Analgesia
Pain management,has_member,Alternative Therapies (PsycINFO Subcluster Term)
Pain management,has_member,Medical & Physical Treatment (PsycINFO Subcluster Term)
Pain management,use,electrical masking of pain
Pain management,use,Electronarcosis
Pain management,use,Electroanalgesia
Pain management,use,transcutaneous stimulation
Cramping pain,inverse_isa,Pain
Cramping pain,inverse_isa,Pain character
Muscle Cramp,subset_includes_concept,Pediatric Adverse Events Terminology
Muscle Cramp,subset_includes_concept,FDA Center For Devices and Radiological Health Terminology
Muscle Cramp,subset_includes_concept,Patient Problem Codes FDA CDRH
Muscle Cramp,subset_includes_concept,Pediatric Terminology
Muscle Cramp,inverse_isa,Musculoskeletal System Finding
Muscle Cramp,inverse_isa,"neuromuscular, connective tissue, or soft tissue symptoms"
Muscle Cramp,inverse_isa,Symptoms
Muscle Cramp,inverse_isa,Abnormality of muscle physiology
Muscle Cramp,nichd_parent_of,Musculoskeletal System Finding
Muscle Cramp,cdrh_parent_of,Patient Problem Codes FDA CDRH
Muscle Cramp,possibly_equivalent_to,Spasm
Muscle Cramp,has_manifestation,"MYOPATHY WITH EXERCISE INTOLERANCE, SWEDISH TYPE"
Muscle Cramp,has_manifestation,"MYOPATHY, CENTRONUCLEAR, 6, WITH FIBER-TYPE DISPROPORTION"
Muscle Cramp,has_manifestation,"Bartter syndrome, antenatal , type 2"
Muscle Cramp,has_manifestation,"MYASTHENIC SYNDROME, CONGENITAL, 12"
Muscle Cramp,has_manifestation,"MUSCULAR DYSTROPHY, CONGENITAL, 1C"
Muscle Cramp,has_manifestation,"CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LATE-ONSET"
Muscle Cramp,has_manifestation,Juvenile Spinal Muscular Atrophy
Muscle Cramp,has_manifestation,Lactate dehydrogenase deficiency type A
Muscle Cramp,has_manifestation,"MYASTHENIC SYNDROME, CONGENITAL, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY"
Muscle Cramp,has_manifestation,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IID"
Muscle Cramp,has_manifestation,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Z"
Muscle Cramp,has_manifestation,AMYOTROPHIC LATERAL SCLEROSIS 1
Muscle Cramp,has_manifestation,Autosomal recessive limb girdle muscular dystrophy type 2S
Muscle Cramp,has_manifestation,"HYPOCALCEMIA, AUTOSOMAL DOMINANT 1"
Muscle Cramp,has_manifestation,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT, 6"
Muscle Cramp,has_manifestation,Machado-Joseph Disease
Muscle Cramp,has_manifestation,"Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps"
Muscle Cramp,has_manifestation,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2F"
Muscle Cramp,has_manifestation,"Charcot-Marie-Tooth Disease, Dominant Intermediate A"
Muscle Cramp,has_manifestation,"MYOPATHY, TUBULAR AGGREGATE, 2"
Muscle Cramp,has_manifestation,PARKINSON DISEASE 17
Muscle Cramp,has_manifestation,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2P"
Muscle Cramp,has_manifestation,"Bulbo-Spinal Atrophy, X-Linked"
Muscle Cramp,has_manifestation,Isaacs syndrome
Muscle Cramp,has_manifestation,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2I"
Muscle Cramp,has_manifestation,"HYPOCALCEMIA, AUTOSOMAL DOMINANT 2"
Muscle Cramp,has_manifestation,"Bartter syndrome, antenatal type 1"
Muscle Cramp,has_manifestation,"MYOPATHY, VACUOLAR, WITH CASQ1 AGGREGATES"
Muscle Cramp,has_manifestation,Gitelman Syndrome
Muscle Cramp,has_manifestation,Fabry Disease
Muscle Cramp,has_manifestation,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1C"
Muscle Cramp,has_cdrh_parent,Abdominal Cramps
Muscle Cramp,has_member,Dystonia (SMQ)
Muscle Cramp,classifies,Spasm
Muscle Cramp,related_to,Athletic Injuries
Muscle Cramp,related_to,Dystonia Disorders
Muscle Cramp,related_to,Myopathy
Muscle Cramp,has_defining_characteristic,Diarrhea
Muscle Cramp,used_for,Myopathy
Toothache,inverse_isa,Tooth symptoms
Toothache,inverse_isa,Pain
Toothache,has_definitional_manifestation,Aerodontalgia
Toothache,mapped_from,Teeth/gum disease
Toothache,mapped_from,Other specified disorders of teeth and supporting structures
Toothache,possibly_equivalent_to,Other specified dental disorder &/or toothache
Toothache,has_manifestation,"AMELOGENESIS IMPERFECTA, TYPE IH"
Toothache,has_defining_characteristic,Impaired dentition
Toothache,used_for,Orofacial Pain
Diffuse pain,associated_with,Arthralgia
Diffuse pain,associated_with,diffuse joint pains started suddenly
Diffuse pain,classifies,Pain
Dull chest pain,inverse_isa,quality of chest pain
Dull chest pain,has_member,Anaphylactic reaction (SMQ)
Dull chest pain,classifies,Chest discomfort
Dysmenorrhea,subset_includes_concept,Pediatric Terminology
Dysmenorrhea,subset_includes_concept,Pediatric Adverse Events Terminology
Dysmenorrhea,inverse_isa,gynecologic pain
Dysmenorrhea,inverse_isa,Irregular Menstruation
Dysmenorrhea,inverse_isa,Menstruation Disturbances
Dysmenorrhea,inverse_isa,menstrual symptoms
Dysmenorrhea,nichd_parent_of,Endocrine finding
Dysmenorrhea,possibly_equivalent_to,Dysmenorrhoea (& [non psychogenic] or [congestive] or [spasmodic])
Dysmenorrhea,possibly_equivalent_to,Spasmodic dysmenorrhea
Dysmenorrhea,has_associated_finding,H/O: dysmenorrhea
Dysmenorrhea,has_member,Physical & Psychosomatic Disorders (PsycINFO Subcluster Term)
Dysmenorrhea,classifies,Menstruation Disturbances
Dysmenorrhea,classifies,Female Genital Diseases
Dysmenorrhea,related_to,Menstruation
Dysmenorrhea,related_to,Pain
Dysmenorrhea,used_for,Menstruation Disturbances
Dysmenorrhea,primary_mapped_from,Primary dysmenorrhea
Dysmenorrhea,primary_mapped_from,Secondary dysmenorrhea
Dysuria,subset_includes_concept,Pediatric Terminology
Dysuria,subset_includes_concept,Patient Problem Codes FDA CDRH
Dysuria,subset_includes_concept,Pediatric Nephrology Terminology
Dysuria,subset_includes_concept,FDA Center For Devices and Radiological Health Terminology
Dysuria,subset_includes_concept,Pediatric Adverse Events Terminology
Dysuria,inverse_isa,Urinary system finding
Dysuria,inverse_isa,Functional abnormality of the bladder
Dysuria,inverse_isa,Urinary symptoms
Dysuria,inverse_isa,Genitourinary Signs and Symptoms
Dysuria,nichd_parent_of,Sign or Symptom
Dysuria,cdrh_parent_of,Patient Problem Codes FDA CDRH
Dysuria,has_manifestation,Acute intermittent porphyria
Dysuria,classifies,Genitourinary symptoms and ill-defined conditions
Dysuria,classifies,Other and unspecified genitourinary symptoms
Dysuria,classifies,Urologic Diseases
Dysuria,has_defining_characteristic,Alteration in patterns of urinary elimination
Dysuria,has_defining_characteristic,Urinary Retention
Earache,inverse_isa,Ear symptom
Earache,inverse_isa,Abnormal ear physiology
Earache,inverse_isa,Ear Diseases
Earache,inverse_isa,Pain
Earache,mapped_from,Ear pain/earache
Earache,has_associated_finding,No earache
Earache,has_associated_finding,Unilateral earache
Earache,classifies,Other ear and sense organ disorders
Earache,classifies,Ear Diseases
Epigastric pain,inverse_isa,Pain
Epigastric pain,inverse_isa,Upper abdominal pain
Epigastric pain,mapped_from,Upper abdominal pain
Epigastric pain,has_manifestation,"ESOPHAGITIS, EOSINOPHILIC, 1"
Epigastric pain,has_manifestation,"ESOPHAGITIS, EOSINOPHILIC, 2"
Epigastric pain,has_member,Acute pancreatitis (SMQ)
Epigastric pain,has_member,Gastrointestinal nonspecific symptoms and therapeutic procedures (SMQ)
Epigastric pain,classifies,Abdominal Pain
Epigastric pain,classifies,Upper abdominal pain
Epigastric pain,classifies,signs and symptoms of ill-defined conditions
Epigastric pain,has_defining_characteristic,Swallowing problem
Chest pain on exertion,inverse_isa,factors initiating chest pain
Chest pain on exertion,has_member,Cardiomyopathy (SMQ)
Chest pain on exertion,has_member,Gastrointestinal nonspecific symptoms and therapeutic procedures (SMQ)
Chest pain on exertion,classifies,Chest Pain
Eye pain,inverse_isa,Disorder of eye
Eye pain,inverse_isa,Pain
Eye pain,inverse_isa,Abnormal eye physiology
Eye pain,inverse_isa,pain in or around eyes
Eye pain,has_focus,questionnaires vfq-25 ocular pain
Eye pain,has_definitional_manifestation,Painful blind eye
Eye pain,has_member,Glaucoma (SMQ)
Eye pain,classifies,Eye/adnexa disease other
Eye pain,classifies,Disorder of eye
Eye pain,primary_mapped_to,pain in or around eyes
Facial Pain,inverse_isa,Symptom of head
Facial Pain,inverse_isa,Pain
Facial Pain,mapped_from,Headache
Facial Pain,has_manifestation,"SYRINGOMYELIA, NONCOMMUNICATING ISOLATED"
Facial Pain,has_manifestation,"Arnold-Chiari Malformation, Type I"
Facial Pain,has_member,Glaucoma (SMQ)
facial muscle spasm,inverse_isa,Symptom of head
facial muscle spasm,inverse_isa,Disturbance of facial expression
facial muscle spasm,mapped_from,Bell Palsy
